CoreID,inc,Add
out_Wein_DN2.3_16_FTICR_10Oct22_Fir_300SA_IATp01_7707,-2,cellulose_20
out_Wein_DN2.3_16_FTICR_r2_11Oct22_Fir_300SA_IATp01_7797,-2,cellulose_20
out_Wein_DN2.3_16_FTICR_r3_10Oct22_Fir_300SA_IATp01_7916,-2,cellulose_20
out_Wein_DN6.1_21_FTICR_10Oct22_Fir_300SA_IATp01_7720,-6,cellulose_20
out_Wein_DN6.1_21_FTICR_r2_11Oct22_Fir_300SA_IATp01_7804,-6,cellulose_20
out_Wein_DN6.1_21_FTICR_r3_10Oct22_Fir_300SA_IATp01_7948,-6,cellulose_20
out_Wein_DN6.2_51_FTICR_10Oct22_Fir_300SA_IATp01_7761,-6,cellulose_20
out_Wein_DN6.2_51_FTICR_r2_18Oct22_Fir_300SA_IATp01_7872,-6,cellulose_20
out_Wein_DN6.2_51_FTICR_r3_10Oct22_Fir_300SA_IATp01_7889,-6,cellulose_20
out_Wein_DN6.4_37_FTICR_10Oct22_Fir_300SA_IATp01_7770,-6,cellulose_20
out_Wein_DN6.4_37_FTICR_r2_18Oct22_Fir_300SA_IATp01_7867,-6,cellulose_20
out_Wein_DN6.4_37_FTICR_r3_10Oct22_Fir_300SA_IATp01_7952,-6,cellulose_20
out_Wein_E2.1_17_FTICR_10Oct22_Fir_300SA_IATp01_7712,2,cellulose_90
out_Wein_E2.1_17_FTICR_r2_11Oct22_Fir_300SA_IATp01_7815,2,cellulose_90
out_Wein_E2.1_17_FTICR_r3_10Oct22_Fir_300SA_IATp01_7915,2,cellulose_90
out_Wein_E2.3_57_FTICR_10Oct22_Fir_300SA_IATp01_7763,6,cellulose_90
out_Wein_E2.3_57_FTICR_r2_18Oct22_Fir_300SA_IATp01_7868,6,cellulose_90
out_Wein_E2.3_57_FTICR_r3_10Oct22_Fir_300SA_IATp01_7905,2,cellulose_90
out_Wein_E2.4_26_FTICR_10Oct22_Fir_300SA_IATp01_7710,6,cellulose_90
out_Wein_E2.4_26_FTICR_r2_11Oct22_Fir_300SA_IATp01_7819,6,cellulose_90
out_Wein_E2.4_26_FTICR_r3_10Oct22_Fir_300SA_IATp01_7894,6,cellulose_90
out_Wein_E6.1_69_FTICR_10Oct22_Fir_300SA_IATp01_7748,6,cellulose_90
out_Wein_E6.1_69_FTICR_r2_11Oct22_Fir_300SA_IATp01_7822,6,cellulose_90
out_Wein_E6.1_69_FTICR_r3_10Oct22_Fir_300SA_IATp01_7946,6,cellulose_90
out_Wein_E6.2_14_FTICR_10Oct22_Fir_300SA_IATp01_7723,6,cellulose_90
out_Wein_E6.2_14_FTICR_r2_11Oct22_Fir_300SA_IATp01_7779,6,cellulose_90
out_Wein_E6.2_14_FTICR_r3_10Oct22_Fir_300SA_IATp01_7936,6,cellulose_90
out_Wein_E6.3_6_FTICR_10Oct22_Fir_300SA_IATp01_7729,6,cellulose_90
out_Wein_E6.3_6_FTICR_r2_11Oct22_Fir_300SA_IATp01_7803,6,cellulose_90
out_Wein_E6.3_6_FTICR_r3_10Oct22_Fir_300SA_IATp01_7897,6,cellulose_90
out_Wein_E10.1_20_FTICR_10Oct22_Fir_300SA_IATp01_7728,10,cellulose_90
out_Wein_E10.1_20_FTICR_r2_11Oct22_Fir_300SA_IATp01_7799,10,cellulose_90
out_Wein_E10.1_20_FTICR_r3_10Oct22_Fir_300SA_IATp01_7934,10,cellulose_90
out_Wein_E10.2_3_FTICR_10Oct22_Fir_300SA_IATp01_7714,10,cellulose_90
out_Wein_E10.2_3_FTICR_r2_11Oct22_Fir_300SA_IATp01_7795,10,cellulose_90
out_Wein_E10.2_3_FTICR_r3_10Oct22_Fir_300SA_IATp01_7926,10,cellulose_90
out_Wein_E10.4_27_FTICR_10Oct22_Fir_300SA_IATp01_7702,10,cellulose_90
out_Wein_E10.4_27_FTICR_r2_11Oct22_Fir_300SA_IATp01_7783,10,cellulose_90
out_Wein_E10.4_27_FTICR_r3_10Oct22_Fir_300SA_IATp01_7912,10,cellulose_90
out_Wein_EN2.1_63_FTICR_10Oct22_Fir_300SA_IATp01_7753,-2,cellulose_90
out_Wein_EN2.1_63_FTICR_r2_18Oct22_Fir_300SA_IATp01_7865,-2,cellulose_90
out_Wein_EN2.1_63_FTICR_r3_10Oct22_Fir_300SA_IATp01_7914,-2,cellulose_90
out_Wein_EN2.2_68_FTICR_10Oct22_Fir_300SA_IATp01_7769,-2,cellulose_90
out_Wein_EN2.2_68_FTICR_r2_18Oct22_Fir_300SA_IATp01_7852,-2,cellulose_90
out_Wein_EN2.2_68_FTICR_r3_10Oct22_Fir_300SA_IATp01_7941,-2,cellulose_90
out_Wein_EN2.3_58_FTICR_10Oct22_Fir_300SA_IATp01_7764,-2,cellulose_90
out_Wein_EN2.3_58_FTICR_r2_18Oct22_Fir_300SA_IATp01_7866,-2,cellulose_90
out_Wein_EN2.3_58_FTICR_r3_10Oct22_Fir_300SA_IATp01_7883,-2,cellulose_90
out_Wein_EN6.1_47_FTICR_10Oct22_Fir_300SA_IATp01_7742,-6,cellulose_90
out_Wein_EN6.1_47_FTICR_r2_11Oct22_Fir_300SA_IATp01_7814,-6,cellulose_90
out_Wein_EN6.1_47_FTICR_r3_10Oct22_Fir_300SA_IATp01_7944,-6,cellulose_90
out_Wein_EN6.2_40_FTICR_10Oct22_Fir_300SA_IATp01_7752,-6,cellulose_90
out_Wein_EN6.2_40_FTICR_r2_18Oct22_Fir_300SA_IATp01_7851,-6,cellulose_90
out_Wein_EN6.2_40_FTICR_r3_10Oct22_Fir_300SA_IATp01_7932,-6,cellulose_90
out_Wein_EN6.3_23_FTICR_10Oct22_Fir_300SA_IATp01_7711,-6,cellulose_90
out_Wein_EN6.3_23_FTICR_r2_11Oct22_Fir_300SA_IATp01_7810,-6,cellulose_90
out_Wein_EN6.3_23_FTICR_r3_10Oct22_Fir_300SA_IATp01_7947,-6,cellulose_90
out_Wein_F2.1_35_FTICR_10Oct22_Fir_300SA_IATp01_7773,2,none
out_Wein_F2.1_35_FTICR_r2_18Oct22_Fir_300SA_IATp01_7859,2,none
out_Wein_F2.1_35_FTICR_r3_10Oct22_Fir_300SA_IATp01_7899,2,none
out_Wein_F2.2_10_FTICR_10Oct22_Fir_300SA_IATp01_7706,2,none
out_Wein_F2.2_10_FTICR_r2_11Oct22_Fir_300SA_IATp01_7794,2,none
out_Wein_F2.2_10_FTICR_r3_10Oct22_Fir_300SA_IATp01_7925,2,none
out_Wein_F2.3_67_FTICR_10Oct22_Fir_300SA_IATp01_7741,2,none
out_Wein_F2.3_67_FTICR_r2_11Oct22_Fir_300SA_IATp01_7790,2,none
out_Wein_F2.3_67_FTICR_r3_10Oct22_Fir_300SA_IATp01_7922,2,none
out_Wein_F6.1_45_FTICR_10Oct22_Fir_300SA_IATp01_7746,6,none
out_Wein_F6.1_45_FTICR_r2_11Oct22_Fir_300SA_IATp01_7778,6,none
out_Wein_F6.1_45_FTICR_r3_10Oct22_Fir_300SA_IATp01_7942,6,none
out_Wein_F6.2_52_FTICR_10Oct22_Fir_300SA_IATp01_7735,6,none
out_Wein_F6.2_52_FTICR_r2_11Oct22_Fir_300SA_IATp01_7789,6,none
